target_id	length	eff_length	est_counts	tpm
CLUG_00001T0	1842	1271.97	2326	186.278
CLUG_00002T0	1425	945.491	1013	109.139
CLUG_00003T0	1767	1348.31	390	29.4648
CLUG_00004T0	1752	1240.47	230	18.8873
CLUG_00005T0	1113	548.592	382	70.9322
CLUG_00006T0	954	469.479	125	27.1221
CLUG_00007T0	1323	662.661	206	31.6669
CLUG_00008T0	1104	613.369	312	51.8158
CLUG_00009T0	873	447.216	541	123.228
CLUG_00010T0	750	379.459	554	148.722
CLUG_00011T0	1803	1345.71	1153	87.2782
CLUG_00012T0	1413	859.163	254	30.1153
CLUG_00013T0	1518	886.096	800	91.9683
CLUG_00014T0	1086	626.57	208	33.816
CLUG_00015T0	1638	991.203	19	1.95263
CLUG_00016T0	951	489.353	106	22.0654
CLUG_00017T0	1008	525.568	183	35.4692
CLUG_00018T0	1467	976.332	116	12.1029
CLUG_00019T0	1095	591.165	1793	308.959
CLUG_00020T0	1014	580.567	1531	268.628
CLUG_00021T0	435	238.753	308	131.411
CLUG_00022T0	990	521.969	1316	256.827
CLUG_00023T0	453	226.246	2170	977.029
CLUG_00024T0	666	334.01	256	78.0746
CLUG_00025T0	1371	705.129	1482	214.096
CLUG_00026T0	4206	3062.06	1914	63.6734
CLUG_00027T0	1698	1119.88	88	8.00459
CLUG_00028T0	858	437.737	3	0.698131
CLUG_00029T0	1359	805.543	1155	146.057
CLUG_00030T0	594	297.913	11842	4049.16
CLUG_00031T0	207	103.793	0	0
CLUG_00032T0	1227	1164.4	736	64.3877
CLUG_00033T0	711	363.465	97	27.1856
CLUG_00034T0	2391	1771.92	2053	118.025
CLUG_00035T0	2817	2155.23	723	34.1722
CLUG_00036T0	5670	4349.1	417	9.76711
CLUG_00037T0	1224	780.881	269	35.0911
CLUG_00038T0	798	461.742	58	12.7955
CLUG_00039T0	1191	667.427	226	34.4932
CLUG_00040T0	555	307.568	14	4.63677
CLUG_00041T0	1380	821.979	415	51.43
CLUG_00042T0	1089	525.706	2159	418.349
CLUG_00043T0	2451	2196.96	645	29.9065
CLUG_00044T0	2508	1992.82	812	41.5066
CLUG_00045T0	660	332.076	186	57.0563
CLUG_00046T0	1218	707.467	720	103.67
CLUG_00047T0	1443	836.925	555	67.5516
CLUG_00048T0	1248	749.063	1330	180.868
CLUG_00049T0	1677	1064.68	1323	126.581
CLUG_00050T0	1374	728.157	610	85.3363
CLUG_00051T0	978	581.125	323	56.619
CLUG_00052T0	4236	3383.6	2901	87.3368
CLUG_00053T0	1485	970.72	785	82.3767
CLUG_00054T0	1476	997.843	525	53.5952
CLUG_00055T0	1056	595.07	255	43.6517
CLUG_00056T0	2169	1467.47	109	7.56636
CLUG_00057T0	1629	1111.02	3025	277.354
CLUG_00058T0	930	469.205	851	184.755
CLUG_00059T0	717	361.97	209	58.8169
CLUG_00060T0	1044	705.711	395	57.0163
CLUG_00061T0	960	635.019	227	36.414
CLUG_00062T0	1170	582.705	337	58.9129
CLUG_00063T0	3522	2863.58	583	20.739
CLUG_00064T0	870	454.933	1215	272.056
CLUG_00065T0	1035	507.476	892	179.052
CLUG_00066T0	2259	1401.34	847	61.57
CLUG_00067T0	513	256.551	44	17.4706
CLUG_00068T0	1251	973.752	56	5.85826
CLUG_00069T0	1290	881.392	1229	142.04
CLUG_00070T0	804	524.019	272	52.875
CLUG_00071T0	1314	755.16	561	75.6751
CLUG_00072T0	2151	1498.73	844	57.3652
CLUG_00073T0	4293	3630.12	3716	104.276
CLUG_00074T0	1359	889.14	103	11.8004
CLUG_00075T0	990	538.175	1094	207.073
CLUG_00076T0	693	349.337	302	88.0627
CLUG_00077T0	1938	1175.6	376	32.5803
CLUG_00078T0	1086	616.261	5841	965.499
CLUG_00079T0	420	209.679	27	13.1171
CLUG_00080T0	2019	1302.64	1138	88.9913
CLUG_00081T0	1542	897.863	606	68.753
CLUG_00082T0	1464	927.131	378	41.5317
CLUG_00083T0	1581	985.701	916	94.6628
CLUG_00084T0	792	401.926	680	172.342
CLUG_00085T0	723	365.14	796	222.066
CLUG_00086T0	1629	1345.44	1522	115.233
CLUG_00087T0	1977	1358.67	763	57.2056
CLUG_00088T0	3246	2471.59	1861	76.7008
CLUG_00089T0	2217	1742.71	387	22.6211
CLUG_00090T0	1011	508.278	1340	268.554
CLUG_00091T0	960	537.02	615	116.658
CLUG_00092T0	450	224.737	430	194.905
CLUG_00093T0	1197	663.066	1785	274.227
CLUG_00094T0	555	277.926	151	55.3447
CLUG_00095T0	1509	1102.94	383	35.3732
CLUG_00096T0	1032	516.631	813	160.302
CLUG_00097T0	2691	2077.72	1481	72.6103
CLUG_00098T0	1398	864.917	413	48.6412
CLUG_00099T0	1839	1230.92	1191	98.5625
CLUG_00100T0	852	434.455	166	38.9218
CLUG_00101T0	1290	833.936	542	66.2057
CLUG_00102T0	522	261.119	96	37.4508
CLUG_00103T0	807	410.009	1036	257.392
CLUG_00104T0	570	285.597	187	66.6987
CLUG_00105T0	1662	1070.9	1316	125.18
CLUG_00106T0	2946	2006.58	572	29.0382
CLUG_00107T0	690	347.762	211	61.8058
CLUG_00108T0	501	250.469	620	252.154
CLUG_00109T0	1842	1268.95	104	8.34869
CLUG_00110T0	495	247.432	359	147.797
CLUG_00111T0	1737	1044.05	880	85.8602
CLUG_00112T0	621	311.834	680	222.134
CLUG_00113T0	894	465.211	439	96.1266
CLUG_00114T0	687	350.327	936.492	272.307
CLUG_00115T0	666	339.107	276.508	83.0616
CLUG_00116T0	3180	2165.5	2632	123.81
CLUG_00117T0	2385	1868.83	1682	91.6824
CLUG_00118T0	2070	1516.28	1712	115.015
CLUG_00119T0	891	496.272	241	49.4682
CLUG_00120T0	1467	1163.88	1022	89.4484
CLUG_00121T0	2064	1576.23	1072	69.2794
CLUG_00122T0	1017	534.568	538	102.52
CLUG_00123T0	1098	618.148	2702	445.268
CLUG_00124T0	3042	2231.37	1523	69.5275
CLUG_00125T0	471	235.311	501	216.882
CLUG_00126T0	852	434.455	1273	298.478
CLUG_00127T0	801	406.772	310	77.6319
CLUG_00128T0	669	336.771	131	39.6246
CLUG_00129T0	753	381.056	2060	550.69
CLUG_00130T0	540	270.275	1747	658.439
CLUG_00131T0	2982	2684.17	3136.11	119.017
CLUG_00132T0	852	434.455	882	206.801
CLUG_00133T0	564	282.526	869	313.321
CLUG_00134T0	1164	778.43	1074	140.544
CLUG_00135T0	4077	3085.56	1563	51.6004
CLUG_00136T0	885	452.578	131	29.4854
CLUG_00137T0	1098	633.886	1010	162.308
CLUG_00138T0	1617	1020.03	1317	131.524
CLUG_00139T0	1683	1274.71	790	63.1312
CLUG_00140T0	588	294.829	666	230.109
CLUG_00141T0	1836	1173.33	1196	103.834
CLUG_00142T0	2829	2288.92	2383	106.053
CLUG_00143T0	3246	2112.95	391	18.8503
CLUG_00144T0	1464	1027.57	763	75.6385
CLUG_00145T0	783	397.091	601	154.175
