,U04.ctl.rep1,U04.ctl.rep2,U04.ctl.rep3,U04mrr1.ctl.rep1,U04mrr1.ctl.rep2,U04mrr1.ctl.rep3,U04.anc.ctl.rep1,U04.anc.ctl.rep2,U04.anc.ctl.rep3,U04.L1Q1.ctl.rep1,U04.L1Q1.ctl.rep2,U04.L1Q1.ctl.rep3,U04.Y813C.ctl.rep1,U04.Y813C.ctl.rep2,U04.Y813C.ctl.rep3,U04.Y8P1.ctl.rep1,U04.Y8P1.ctl.rep2,U04.Y8P1.ctl.rep3,U04.dia.rep1,U04.dia.rep2,U04.dia.rep3,U04mrr1.dia.rep1,U04mrr1.dia.rep2,U04mrr1.dia.rep3,U04.anc.dia.rep1,U04.anc.dia.rep2,U04.anc.dia.rep3,U04.L1Q1.dia.rep1,U04.L1Q1.dia.rep2,U04.L1Q1.dia.rep3,U04.Y813C.dia.rep1,U04.Y813C.dia.rep2,U04.Y813C.dia.rep3,U04.Y8P1.dia.rep1,U04.Y8P1.dia.rep2,U04.Y8P1.dia.rep3,U04.H2O2.rep1,U04.H2O2.rep2,U04.H2O2.rep3,U04mrr1.H2O2.rep1,U04mrr1.H2O2.rep2,U04mrr1.H2O2.rep3,U04.anc.H2O2.rep1,U04.anc.H2O2.rep2,U04.anc.H2O2.rep3,U04.L1Q1.H2O2.rep1,U04.L1Q1.H2O2.rep2,U04.L1Q1.H2O2.rep3,U04.Y813C.H2O2.rep1,U04.Y813C.H2O2.rep2,U04.Y813C.H2O2.rep3,U04.Y8P1.H2O2.rep1,U04.Y8P1.H2O2.rep2,U04.Y8P1.H2O2.rep3
CLUG_03191,9.208332086,7.890600832,7.976320897,7.252597143,11.13174131,10.40593593,11.87624377,12.26698194,11.99354784,8.346329346,9.227714591,12.36858454,8.524618081,9.177306263,12.58873811,12.07580697,10.9093147,15.01472259,9.718824744,10.43364497,11.35803517,11.50150658,10.63863824,10.37263166,12.23429748,15.60181739,13.9895842,12.56058456,12.69126334,17.16676967,11.82191405,12.57989338,10.5066373,14.43468768,14.80416092,11.62551895,9.352349314,10.69538665,12.81792504,20.68856636,19.89802743,16.43846559,17.02098463,18.72041272,16.47760384,17.46372193,19.13974001,15.61591639,10.54522858,11.48285653,14.50504997,16.75439603,15.25695574,16.20758129
CLUG_03192,98.3617291,90.56257773,80.11771212,90.05308119,98.07447948,91.63937129,95.2681294,106.0733144,101.022576,102.7393398,110.9208958,94.21951164,102.295417,100.0091067,97.34459869,98.11593164,103.4080112,108.5523863,83.13066165,87.67922706,86.75896744,90.09513487,104.290893,101.9040975,116.2916018,111.6761666,112.1578734,119.4397404,125.7845211,121.700135,100.1121582,90.27923483,109.8421172,115.4775015,100.0844682,99.72111808,114.1856602,104.3304698,133.6426283,109.1594093,134.120358,135.2498145,155.979187,140.2633908,142.7213994,152.9716996,129.4747119,131.4170626,151.9642762,98.42448452,147.3581213,119.744654,82.5440426,116.7726941
CLUG_03193,65.71400625,60.07616543,67.88735341,54.09228703,50.28476247,53.70805644,56.41215792,55.41789489,50.4344063,48.88564331,51.03491131,51.29324765,77.4564436,80.36025868,69.54966206,66.41693834,67.60702067,71.42138312,72.5440847,81.82174217,73.48511911,56.98473714,64.63778687,64.33835044,80.77267368,73.24642691,66.3299251,73.7648875,73.60932735,70.19982595,87.8413107,93.97920347,88.03288526,80.83425102,82.36117695,82.41201209,91.78352118,86.57209193,87.4140462,84.11535531,85.33192532,91.54755227,95.70815949,79.91101549,99.11912463,102.6814327,93.22179254,98.76560106,114.1144379,126.5848231,114.0624384,106.4396924,100.5394263,101.150929
CLUG_03194,15.6960206,10.58057839,13.82562289,16.1672478,12.47522733,13.65079768,34.07965605,36.22367609,35.21182635,34.57765015,37.47582048,36.37818982,38.21380519,24.94344779,27.29637274,43.77480027,51.01257014,47.47898764,6.247815907,10.79973778,8.073784036,11.50150658,9.026723354,11.91450934,31.57238059,29.06864924,33.52676214,38.36687647,42.58623919,38.62523175,41.30187692,40.20632589,37.88757087,46.91273496,49.83372479,44.69366173,14.78976171,15.5385806,16.8103935,13.8831169,10.90564965,10.69168494,35.85568074,69.57287712,32.44820448,43.72495791,39.6305205,49.48420258,20.52553421,20.50510094,25.38383745,34.00156842,27.97108553,33.00097877
CLUG_03197,331.0813945,321.5419839,308.0632382,384.5387444,453.9063483,447.2314616,521.26383,510.4507662,514.3386862,552.646236,509.784151,519.8443325,299.6844184,324.9707679,321.9476292,495.778964,462.1861777,505.6309282,380.9432199,381.6517504,357.709686,554.1634988,591.4115712,559.5614269,816.0144867,867.6252766,778.5927209,808.9016456,864.9801034,866.3087692,351.3652428,332.5038485,330.959075,923.5313179,810.6841924,883.2810951,1399.58995,1223.108273,1171.474297,1406.822512,1848.411952,1714.545326,1730.141233,2065.3924,1970.974921,1806.379117,1902.264984,1806.579003,752.6656902,933.1187935,675.4738043,1364.744112,1597.090303,1299.730856
CLUG_03198,219.5350081,216.0948637,188.9501795,25.68628155,31.66788476,28.64429677,23.75248755,21.35898032,25.37096658,20.07093486,25.61161601,18.18909491,146.2412929,135.7770696,148.5720379,18.44914954,20.12845388,18.05824744,246.6151779,235.9468135,241.1187707,28.40523595,26.91897857,28.31448102,28.02048777,29.56133821,34.0091616,50.24233824,29.33091971,53.03305629,172.5400873,174.6385198,180.6823233,52.83095691,41.91037106,39.52676442,201.401755,201.7997481,194.1600449,33.48281134,23.72457117,30.73859419,28.87986737,28.22032365,22.56164218,16.01935395,20.7159539,13.38507119,104.6990552,80.37999569,117.3590407,17.00078421,12.51852779,20.30829463
CLUG_03199,825.4014033,791.3913971,726.3769563,40.49366738,40.11265403,39.0502327,12.00533338,11.40107733,11.07096724,6.756552328,8.474431767,6.366183219,666.9778768,661.3543398,697.7401581,6.205623027,4.91687423,3.652229819,1006.939664,1006.389124,980.6226509,47.57441358,41.58740402,44.574282,9.07705942,9.032631121,6.271192919,14.84432721,12.97329141,14.40782454,858.0614575,857.6527308,918.8531894,7.506037594,6.463788571,4.908552444,1550.315021,1389.996665,1547.396722,74.04329012,89.15846906,87.93910861,56.92263713,56.16123816,72.50145689,38.07879217,46.16054945,35.69352318,1210.06498,1050.13457,1133.701519,18.97188963,24.45024959,19.33193431
CLUG_03200,178.5160743,158.7086758,121.2400776,135.0796218,156.0363049,159.7814679,152.9711834,150.6674017,154.6860144,156.3943142,154.987941,148.6049054,158.8812439,152.1315,149.8184477,142.5616101,135.2140413,138.7847331,134.328042,146.8032153,142.4543929,146.7313415,156.0333608,164.4202289,143.2596769,138.4456006,164.2570145,163.059225,171.191041,174.4266418,144.7062137,144.298777,178.7720256,168.1641115,162.8457701,145.964849,170.2997561,159.2200012,167.8938051,143.7310926,177.168975,195.2568962,166.3033908,226.0419983,164.5225368,172.6676266,180.8142498,166.0965652,125.2245894,164.8610116,164.1707928,143.397919,178.193419,171.0583278
CLUG_03201,15.06817978,19.18850657,16.30714494,22.21107875,20.1522903,23.94484183,17.68527605,19.77148854,17.22150459,19.07732422,17.89046706,22.37258674,19.1069026,19.88416357,18.57150474,21.97125991,21.20402012,18.86985406,21.17315391,21.05033635,23.26344553,26.31405293,22.4056169,21.30594612,22.62687276,21.34985538,18.3311793,21.69555515,20.30602134,19.31261587,23.49418361,23.6797993,23.08276377,23.38419404,17.09776332,21.18427897,24.57710401,22.19797229,18.49143285,20.1441304,21.8112993,27.9320269,16.04437076,15.64691212,21.54763579,20.74637642,24.99424872,21.90284377,16.00615053,22.14550902,20.43893405,23.40687681,21.12501564,19.72247844
CLUG_03202,55.04071224,48.24026418,51.58020847,58.92735179,48.55742331,53.70805644,55.25035147,63.3553538,58.12257799,58.42430542,51.59987343,65.66263263,62.02394535,56.82870416,60.45087114,69.100451,71.44832866,77.91423613,59.35425111,55.46306013,61.85339635,60.12151166,56.57821245,61.67510718,58.01424933,53.37463844,61.50593055,55.0381978,60.63603594,64.06883679,60.30672609,65.61277722,66.06446181,60.04830075,71.31018359,61.48607799,74.81879451,64.57591938,75.64677075,73.22663618,77.10485629,72.56981151,89.01137865,51.97010098,102.4146454,73.40015457,83.088989,87.40857096,55.36245007,56.32067725,58.02019988,64.55370236,68.26509684,68.34522231
CLUG_03203,174.1211885,122.4836447,171.5795251,180.2572582,156.2282315,153.9630951,246.1738791,246.061226,238.4870859,261.1208753,230.8811855,252.4646374,279.8426349,241.6690649,249.0326609,451.8364442,422.6975315,468.0941218,114.3697412,118.2479764,137.5280162,148.6482593,154.7438289,155.7296456,199.9584104,173.4265175,213.2205592,190.9208853,190.6509781,203.5488403,174.4854656,179.5718113,197.3974281,261.7008877,266.8919152,284.6960418,323.6347856,319.650801,308.0504609,311.4173672,339.6057566,366.9920855,425.5246158,363.2318886,423.3476679,412.5640173,400.133153,474.1560067,360.4208484,347.766512,328.0119255,427.9762634,504.8487534,462.9900631
CLUG_03204,12.97537703,6.814609809,9.571585076,8.914650655,9.212475568,8.727559171,15.87802157,13.42152142,15.06881652,14.50671529,11.29924236,12.00480264,13.66878416,13.2953283,11.96553326,21.46810128,23.35515259,22.52208388,6.421366349,6.58967051,7.663252645,9.933119319,6.931234004,9.811948869,8.287749905,8.211482837,12.05998638,11.19033897,10.43503874,12.87507725,7.781513044,10.11324762,11.93936057,16.31119708,13.13608645,14.46731247,15.44225119,13.31878337,14.49896439,28.58288773,22.76793523,22.58618443,16.04437076,15.64691212,28.64568052,24.816868,21.39147413,19.06358624,11.48676685,18.04448883,20.10927382,14.29051426,27.57988153,22.26101527
CLUG_03205,73.87593696,76.75402627,75.15466801,77.36103619,72.5482451,75.07938723,70.09565618,68.83941631,63.50429817,70.54635519,67.04217131,60.0240132,61.14208831,60.59375289,65.93507389,52.66393596,55.16118277,52.75443071,76.53574486,66.0797515,70.88508696,81.03334181,83.33599953,87.18617424,67.74906668,68.15530755,73.80711666,75.36350736,74.45541157,71.11947433,57.16419197,57.96617537,63.35820675,63.07958517,60.67620884,62.26111258,55.2441099,64.57591938,56.10468831,63.69900694,70.21707756,61.0762502,50.50488882,45.54369064,56.53085625,57.24949444,55.39265934,54.3515012,50.84306639,49.75904495,59.66850101,47.0601418,50.07411115,51.35655276
CLUG_03207,58.59847691,48.06093234,52.64371792,59.38063911,51.82017507,58.1837278,59.12303966,58.59287845,62.2741907,60.21280457,58.94438096,60.56968605,65.6983497,53.88725985,56.83628297,64.40430385,59.92440468,64.31982514,55.70969184,48.32425041,46.93742245,54.89355413,54.4827231,57.75032763,50.38425736,49.59735634,49.6871439,55.26657206,50.76505334,54.56580358,48.93374549,49.08625063,50.94127176,55.28485382,53.58689235,53.21904229,79.82121391,81.72889797,74.59612116,65.87675076,77.87016503,78.45023823,82.45411408,56.99946559,72.50145689,77.7332585,77.91000053,81.12164358,72.49844652,86.66822665,72.85491008,90.42446094,100.5394263,82.79535503
CLUG_03208,19.88162609,19.00917473,21.09293748,23.41984494,21.30384975,23.72105826,23.88157715,20.63739315,21.68064417,24.84026591,20.71527765,24.55527813,24.10409251,22.82560788,23.43250263,23.1452967,23.04784795,20.49306732,21.52025479,19.58596513,20.52656958,22.48021741,20.63251052,22.4273117,19.07497994,18.06526224,21.46677576,19.18343824,15.51154408,21.45846208,16.61053746,16.52652659,20.69489165,17.89901272,18.55732848,20.40924437,18.26970564,17.35477833,19.96234228,22.86631018,23.34191679,23.25441474,21.34598892,19.55864015,20.5336294,20.61507024,20.94112731,21.70003966,22.78522605,21.05190363,23.40587609,26.85631129,26.21066756,22.65155939
CLUG_03209,113.8484694,102.398479,101.5651528,102.5940304,106.7111753,116.2555638,117.6006313,114.1550908,119.4741881,117.047333,111.2975372,112.5904975,105.5288928,110.1276752,107.1912354,100.4640052,110.4760179,109.5668946,110.7251819,98.66201125,104.2749735,106.3018032,115.8966802,105.8288771,113.7921217,108.3915735,111.1930744,119.4397404,103.7863313,116.1822447,96.52069064,89.78590567,110.1605002,115.0444608,100.2929775,116.5135343,128.105436,111.9988602,114.9410656,101.265088,110.9697684,118.6777028,119.0073762,130.2046616,118.1317444,102.4188203,101.102862,109.5142188,123.7181282,119.7497895,109.4471952,101.2655407,115.209576,103.4941938
CLUG_03210,40.39109301,35.32837191,32.61428989,34.44983643,34.3548568,36.47672166,38.98506108,35.79072378,40.74730996,36.96231568,38.98238613,38.01520836,29.83616328,34.59138514,32.78057549,37.23373816,38.56673224,35.71069156,35.75139102,30.75179571,39.82154499,44.43763906,41.74859551,35.18284523,32.36169011,37.60859139,40.03915479,36.08313383,36.09959349,37.39903391,26.78636221,28.61309082,33.58940107,37.38584109,34.19552663,35.9099363,41.75932717,39.55275062,46.85897188,43.28265856,49.55374139,45.0387228,42.41294531,39.6760986,37.26473484,41.49275285,42.10742803,42.79166699,38.79137658,37.72938573,45.16345104,38.4365556,45.57526523,36.51587592
CLUG_03211,60.48199938,66.53211156,75.15466801,73.2814503,64.67925555,66.35182805,62.35027981,69.99395579,69.65483552,68.36041179,68.17209555,68.02721496,61.87696918,66.47664152,66.68291972,74.46747632,62.99745108,64.11692348,68.72597497,70.47286518,67.46399203,68.66050897,79.95097828,79.05627374,58.40890409,66.02032201,65.84752565,67.82715662,65.14848512,74.79806783,58.36134783,70.79273332,60.17437727,62.79089141,73.18676737,63.55283691,78.29873844,77.08750377,76.69742035,77.30990586,84.1839622,75.10908668,85.38395569,84.10215266,79.09249843,78.52109558,75.433093,71.79265457,69.67383172,74.63856743,80.10743506,87.22141464,77.65399268,68.9310385
CLUG_03213,0.209280275,0,2.836025208,0.906574643,0.575779723,0.78324249,1.290896062,0.865904608,0.615053735,0.198722127,1.694886353,0.909454746,1.175809391,1.411893271,0.8724868,2.012634495,1.382870877,1.826114909,0,0.183046403,0.410531392,0.522795754,0.161191488,0.420512094,0.394654757,0.821148284,0.482399455,1.826994118,0,0.306549458,0.448933445,1.479987456,0.955148845,1.010428138,0.625527926,0.258344865,0.869985983,1.210798488,0.840519675,5.444359567,1.530617495,1.069168494,1.255646407,1.397045725,0.507003195,1.181755619,7.655896006,1.216824654,1.69476888,1.367006729,1.318640906,1.478329062,2.542825957,0.976360319
CLUG_03214,0.837121099,0.896659185,1.418012604,0.302191548,1.34348602,1.007026058,0.645448031,0.721587173,1.691397772,1.192332764,1.694886353,1.091345695,1.763714086,1.647208816,0.747845829,1.006317248,1.843827836,1.420311596,1.041302651,1.281324821,0.547375189,1.045591507,0.967148931,1.682048378,1.052412686,1.149607597,0.482399455,1.598619853,0.846084222,0.919648375,0.89786689,1.23332288,0.955148845,1.732162522,0.417018617,1.033379462,2.174964957,1.210798488,1.050649594,0.816653935,3.061234989,1.603752741,1.255646407,2.23527316,1.774511183,0.919143259,0.900693648,2.02804109,1.883076533,1.913809421,1.648301133,0.985552708,1.369213977,2.538536829
CLUG_03215,6.27840824,6.814609809,6.558308293,5.288352084,6.333576953,7.272965976,6.196301099,5.62837995,5.996773919,7.153996582,6.214583296,6.911856066,8.671594255,7.412439674,6.9798944,4.192988532,5.531483509,7.710262951,8.330421209,6.406624107,8.484315428,5.227957536,7.737191446,6.72819351,6.314476118,5.583808329,3.617995915,7.764725001,5.358533409,5.824439708,8.529735452,7.893266433,9.233105506,6.639956333,7.714844423,7.233656234,6.742391366,11.90618514,11.55714553,10.34428318,12.43626714,9.756162505,9.487106188,6.705819481,7.605047926,8.140983154,10.13280354,8.112164358,6.967383172,8.748843068,9.889806798,8.377198016,7.041671881,6.053433976
CLUG_03216,0.209280275,0,1.595264179,0.755478869,0.191926574,0.111891784,0,0,0,0.198722127,0,0.545672847,0.293952348,0,0,0,0,0.202901657,0,0.183046403,0,0,0,0,0.394654757,0,0,0,0,0,0,0,0,0,0.625527926,0,0,0,0.210129919,6.261013502,0,0,0.279032535,0.279409145,0,0,5.629335298,0.202804109,0.188307653,0,0.329660227,0.246388177,0,0.195272064
CLUG_03217,161.564372,152.7907252,143.0420214,141.5767401,148.359242,145.0117524,161.1038286,161.4912093,172.9838631,160.766201,161.7674864,159.3364714,141.9789839,160.0145707,156.7983421,234.4719187,146.8916176,154.0023574,137.1048491,113.1226771,122.0646671,143.4203017,129.5979567,151.384354,128.2627961,128.9202805,139.6546423,116.9276235,129.450886,115.5691458,125.851009,131.2255544,128.9450941,145.5016518,129.69279,129.1724327,78.95122793,81.12349873,83.00131791,151.353196,83.60998064,95.289642,83.15169541,222.1302703,244.6290416,86.2681602,79.71138782,76.45714908,184.7298079,70.53754724,101.2056896,81.30809839,88.2165005,90.9967817
CLUG_03218,0,0.179331837,0,1.057670417,0.191926574,0,0.129089606,0.288634869,0.153763434,0,0,0.181890949,0,0,0,0.335439083,0.15365232,0.202901657,0,0.183046403,0.136843797,0.871326256,0.161191488,0,0.394654757,0.328459313,0,0.228374265,0,0.306549458,0,0.246664576,0.159191474,1.154775015,0.625527926,0.258344865,0.217496496,0.201799748,0.210129919,6.261013502,0.765308747,0.133646062,0.418548802,0.55881829,1.01400639,0.39391854,4.953815063,0.202804109,0.376615307,0,0.329660227,0.246388177,0.195601997,0.195272064
CLUG_03219,22.81154994,19.00917473,18.96591858,20.70012101,18.80880428,21.59511436,18.84708251,24.96691619,20.4505367,24.24409953,22.0335226,21.82691389,17.78411703,21.53137239,16.82653114,22.13897945,23.66245723,27.18882198,23.60286009,21.78252196,22.57922654,24.22286992,29.17565941,24.38970147,33.01944803,26.93366371,23.87877304,32.42914559,33.56134082,34.94663825,21.09987191,23.18647015,25.62982735,38.97365674,43.16142691,34.87655684,62.63899076,44.19414483,42.02598375,52.8102878,54.91090262,48.5135204,53.57424671,53.08773756,67.93842814,62.50174163,70.25410452,66.51974774,35.02522351,45.65802476,29.99908062,54.69817528,59.85421099,47.25583942
CLUG_03220,196.7234582,189.37442,194.4449783,200.2019003,183.8656582,178.6911794,188.7290043,181.6956502,188.5139699,180.0422473,179.2813121,182.436622,175.6365277,172.4862946,179.3583579,184.1560563,182.0779988,165.7706534,174.0710932,168.036598,180.2232809,173.9167207,174.7315735,179.9791764,157.204145,174.0834361,179.2113976,172.6509441,174.857406,160.9384656,171.9415094,170.445222,165.5591332,178.5570866,185.3647755,188.3334069,127.670443,142.8742216,144.779514,166.3251848,165.6893438,151.9555722,168.1171023,251.7476397,146.5239234,153.6282305,137.5809547,149.6694324,141.7956629,127.9518299,157.5775883,140.9340372,142.2026516,144.5013272
CLUG_03221,387.1685081,381.2594857,364.7837423,385.7475106,378.287278,371.5926155,435.677421,442.4772545,440.224711,424.0730196,443.6835832,430.1720946,391.9854556,375.6812679,398.8511086,405.2104117,401.4935114,402.5568867,340.8530678,327.1039223,337.8673354,356.7209692,355.9108065,345.8011123,335.1934406,339.2984708,362.0407912,319.7239706,311.92305,307.4691067,339.2440398,325.5972404,331.5958409,359.2793764,353.8402969,329.6480484,119.4055761,136.0130302,168.3140649,151.6254139,158.4189107,190.4456379,164.3501631,153.6750298,148.5519362,157.0421912,116.414654,130.2002379,197.5347283,158.846182,247.5748302,197.8497061,175.259389,211.8701892
CLUG_03222,99.61741074,106.8817749,107.0599516,114.3795008,104.599983,106.1853032,114.1152119,102.4653786,109.172038,117.2460551,108.4727266,106.5880962,104.3530834,97.8912668,103.4520063,96.94189485,104.6372297,100.43632,105.8657695,109.6447954,104.6855049,111.3554955,106.2251909,104.5673408,97.08507032,109.3769514,108.5398774,111.9033897,102.0941628,114.342948,107.7440268,102.6124636,103.7928412,101.1871606,103.6291264,101.0128424,75.90627699,76.88570402,89.72547531,106.7094475,80.93140002,73.23804182,84.82589062,68.45524054,77.06448565,75.10713491,83.76450924,72.80667511,77.58275316,71.08434993,95.93112594,74.16284126,80.39242064,69.32158263
CLUG_03223,92.92044195,106.8817749,98.02012124,108.0334783,95.57943402,100.1431469,82.23007917,89.47680946,92.87311403,87.83518026,86.25088332,92.40060214,88.62663281,95.3027958,89.49221749,90.73627183,93.26695806,93.33476203,105.5186686,106.716053,99.89597198,99.33119319,106.5475739,92.79300216,96.16420921,104.1216024,89.0026995,97.05906251,106.3245839,87.36659562,101.309314,99.15915956,99.4946714,95.99067308,93.82918893,84.73711588,83.95364733,90.80988664,85.94313677,81.93761149,85.33192532,83.79608069,74.78071937,66.77878567,81.37401281,83.77334278,82.41346877,83.55529289,94.3421343,86.66822665,89.33792141,79.58338116,82.93524659,77.5230093
CLUG_03224,239.6259145,223.0888053,196.3947456,210.4764129,202.6744625,200.174402,202.928861,218.3522786,220.6505275,214.0237311,217.6987361,212.2667376,218.994499,231.4328387,224.3537486,202.6052059,199.9016679,200.4668367,209.8224842,192.0156768,194.8655673,197.6167949,194.5581266,193.7159048,177.7261924,186.5648901,213.7029587,198.6856103,179.3698551,200.1767963,190.9463585,201.7716232,203.1283211,187.3622461,183.0711731,185.2332686,340.8170087,328.1263904,325.911504,271.6735424,320.8556923,335.585261,283.6365718,400.1138957,329.0450736,296.2267419,286.8709268,306.0314004,251.5790248,325.0742003,284.4967755,301.3327404,329.1981604,287.0499337
CLUG_03225,37.25188889,26.18244822,28.36025208,28.55710125,24.95045466,28.97997212,30.46514707,29.87370897,27.36989122,29.80831909,25.61161601,24.73716908,25.72083042,28.3555232,28.66742343,24.48705303,23.81610955,24.95690376,31.23907953,28.18914607,28.60035362,32.76186723,30.30399983,30.69738289,25.52100764,21.84254435,25.3259714,29.00353162,20.02399326,23.60430829,24.54169498,27.87309709,28.33608242,22.51811278,26.48068221,21.95931357,25.66458649,25.22496851,30.67896814,28.03845177,26.97713334,29.53577964,29.29841617,24.86741391,26.87116934,24.94817418,27.47115626,23.32247253,25.23322554,28.43373997,25.71349767,28.08825217,27.57988153,29.48608162
CLUG_03226,82.6657085,80.34066302,76.04092588,77.36103619,76.77062973,83.8069464,90.23363476,93.3733802,95.94838271,91.0147343,83.61439344,96.58409397,92.00708481,86.00783177,93.60536954,93.75522357,92.65234878,85.21869577,68.37887409,69.55763316,68.01136722,75.97964952,76.72714851,81.43917561,66.56510241,67.33415926,71.39511938,73.99326177,62.89226053,72.34567216,69.73432843,66.8461001,75.13837584,72.02909153,70.68465566,66.39463043,116.3606252,100.899874,103.1737901,109.9760633,126.2759433,124.4244835,117.0541484,99.19024649,113.8222173,106.8832304,103.1294227,127.1581763,109.0301313,114.0083612,117.0293804,110.6282915,134.3785717,124.5835767
CLUG_03227,144.8219501,150.818075,135.7747068,148.8293372,155.2685986,157.655524,162.3947246,180.2524758,168.0634332,166.1316984,170.0535975,175.8885478,162.7026244,165.6621438,145.4560137,147.4254768,147.04527,143.2485696,135.889996,142.2270552,141.7701739,163.9836014,164.8988927,165.5415945,156.6779387,150.2701359,161.1214181,145.9311552,166.3965637,141.0127508,151.2905709,146.7654227,148.0480711,147.3781612,131.1523552,143.1230555,156.5974769,143.6814206,152.3441911,143.7310926,171.2378322,189.1091773,147.7477273,208.9980405,188.8586902,199.1914749,171.1317931,180.6984611,201.8658043,200.4031865,198.1257962,216.3288194,218.2918283,212.8465495
CLUG_03228,189.8172091,208.3835947,195.8629909,196.1223144,208.2403331,200.174402,210.6742374,218.7852309,207.2731088,218.59434,207.7177387,220.0880484,220.0233322,222.0202169,208.3997042,219.8803186,204.8185422,211.8293295,209.3018329,216.9099876,216.2131996,213.8234632,229.0531051,233.103871,217.7178745,209.7212717,220.6977508,220.6095397,219.1358136,206.3077854,200.0746719,186.9717486,201.058832,197.1778337,200.585955,215.4596178,219.8889571,242.9668967,236.3961586,244.9961805,256.9524119,289.4773697,290.4728689,318.8058345,321.6935273,354.9206043,298.3547708,377.824055,278.5070192,260.824884,290.7603199,383.8727797,357.1692459,352.6613471
CLUG_03229,13.60321785,15.60186983,12.58486186,19.94464214,22.26348262,16.11241693,18.97617212,22.65783723,17.37526802,17.28882507,16.00726,18.73476776,13.66878416,16.58974594,17.449736,15.93335642,13.36775181,16.63793584,10.76012739,11.34887699,11.90541036,19.86623864,20.63251052,21.86662891,17.49636091,20.69293675,16.88398094,19.18343824,20.87007749,21.45846208,15.86231505,13.31988711,12.25774352,13.7129533,12.51055852,14.72565733,4.567426409,6.659391687,4.832988131,24.22740007,3.826543736,7.216887333,8.231459781,7.823456062,11.66107349,8.009676974,14.18592495,5.88131916,10.54522858,8.202040377,9.230486344,7.638033486,6.259263894,10.15414731
CLUG_03230,14.0217784,12.5532286,11.69860398,10.87889571,13.24293363,14.65782374,16.00711117,14.14310859,15.37634338,15.3016038,14.12405295,14.73316688,13.52180799,15.8837993,11.21768743,12.74668514,14.13601341,13.59441099,13.36338402,13.54543383,14.7791301,19.51770813,14.82961694,11.49399725,12.49740065,11.66030563,16.40158148,10.73359044,10.43503874,12.87507725,15.71267057,11.09990592,15.75995595,13.42425954,11.25950267,11.10882922,10.43983179,9.888187656,12.39766521,10.88871913,13.77555745,12.69637586,18.27663104,17.88218528,10.3935655,12.08016855,13.2852313,8.517772576,13.55815104,9.569047106,17.14233178,9.855527078,9.975701831,14.25486065
CLUG_03232,3.976325219,4.483295927,5.49479884,5.892735179,5.182017507,4.251887801,6.067211493,6.782919427,5.535483618,5.16677531,5.08465906,6.366183219,5.144166084,7.412439674,6.481330514,4.863866697,6.299745108,5.275443071,5.727164581,5.491392092,6.294814672,5.576488038,6.125276561,5.606827925,6.972234047,5.748037986,7.477191557,5.709356618,7.332729927,4.904791333,5.387201338,8.633260161,5.571701599,5.485181319,6.880807188,6.716966503,5.437412392,7.062991183,5.253247969,7.349885416,7.079105912,7.083241271,4.464520559,5.867592046,6.591041536,6.959227535,6.079682122,6.286927378,8.285536745,5.741428264,5.604223852,6.652480778,6.650467887,5.858161912
CLUG_03233,53.36647004,50.39224622,58.67027149,49.40831804,50.66861562,53.93184,52.92673856,55.56221233,52.2795675,54.25114075,58.00277743,60.56968605,57.46768396,49.76923781,56.711642,60.21131532,62.99745108,61.27630029,59.18070067,56.19524574,56.51648825,49.49133134,51.25889333,52.98452389,57.09338823,54.52424604,52.3403409,58.69218603,56.6876429,57.93784762,57.01454749,52.29289012,62.24386643,61.20307577,65.47192294,55.54414608,53.72163443,46.61574181,50.64131042,58.52686535,40.17870923,47.84529009,51.76053523,52.52891927,50.70031951,53.96683994,58.5450871,49.48420258,53.10275823,53.0398611,53.07529648,45.08903638,44.79285724,57.40998674
CLUG_03234,822.4714795,831.9203923,793.3780519,671.1674273,661.9547549,684.3301524,648.2880025,600.6491629,595.3720158,670.4884575,621.2700089,619.8843545,776.1811739,702.5345602,677.6729617,524.9621642,485.0803733,513.5440928,938.3872391,870.2026001,893.5899959,739.7559914,760.1790596,828.4088259,1127.791745,1120.867407,1047.048018,1596.792859,1185.928052,1587.926194,771.7165916,800.1798846,915.6693599,1449.38699,1197.885979,1282.165567,1564.234797,1416.836031,1228.209375,736.6218495,1015.182053,891.6865238,1324.985992,1203.694597,1017.301911,948.5558436,1004.498591,1111.772125,734.9647708,927.924168,729.8677417,523.574876,541.6219288,593.2365296
CLUG_03235,436.1400924,399.0133375,324.01588,327.2734461,351.0337044,340.1510241,372.1653348,391.2445652,383.7935308,366.6423249,371.7450735,341.7730934,406.9770253,419.096986,400.9700051,346.0054136,340.3398881,346.5560295,379.2077155,370.4859198,386.8574148,358.8121522,353.4929342,369.0694482,324.8008653,318.9339934,356.2519977,322.4644618,331.9470433,323.716228,401.1968552,413.9031586,418.1960028,322.3265759,312.1384352,322.1560473,370.1790356,380.3925251,417.3180187,292.6343267,366.3915628,374.0753267,402.6439479,502.0982337,347.5506902,384.7271071,359.8271123,380.4605084,353.8300805,408.7350121,379.1092606,354.3061985,335.2618223,339.1875747
