target_id	length	eff_length	est_counts	tpm
CLUG_00001T0	1842	1262.34	1423	144.051
CLUG_00002T0	1425	935.609	780	106.534
CLUG_00003T0	1767	1329.86	280	26.9054
CLUG_00004T0	1752	1228.3	175	18.2063
CLUG_00005T0	1113	544.234	240	56.3524
CLUG_00006T0	954	466.928	84	22.9888
CLUG_00007T0	1323	675.717	168	31.771
CLUG_00008T0	1104	607.364	256	53.8614
CLUG_00009T0	873	443.848	486	139.923
CLUG_00010T0	750	379.459	442	148.848
CLUG_00011T0	1803	1339.02	888	84.7449
CLUG_00012T0	1413	859.826	145	21.5498
CLUG_00013T0	1518	902.318	489	69.2526
CLUG_00014T0	1086	612.883	155	32.3177
CLUG_00015T0	1638	998.797	13	1.66323
CLUG_00016T0	951	489.353	99	25.8523
CLUG_00017T0	1008	525.568	123	29.9063
CLUG_00018T0	1467	973.578	104	13.6505
CLUG_00019T0	1095	594.798	667	143.299
CLUG_00020T0	1014	565.293	1332	301.105
CLUG_00021T0	435	230.537	215	119.175
CLUG_00022T0	990	514.417	931	231.271
CLUG_00023T0	453	226.246	1518	857.388
CLUG_00024T0	666	335.205	203	77.3877
CLUG_00025T0	1371	716.738	1397	249.071
CLUG_00026T0	4206	3098.53	1834	75.6362
CLUG_00027T0	1698	1100.54	71	8.24404
CLUG_00028T0	858	437.737	0	0
CLUG_00029T0	1359	811.494	783	123.3
CLUG_00030T0	594	297.913	9871	4234.08
CLUG_00031T0	207	103.793	0	0
CLUG_00032T0	1227	1109.44	859	98.9413
CLUG_00033T0	711	360.477	85	30.132
CLUG_00034T0	2391	1774.76	1238	89.1392
CLUG_00035T0	2817	2138.44	487	29.1018
CLUG_00036T0	5670	4412.81	276	7.99246
CLUG_00037T0	1224	766.955	233	38.8215
CLUG_00038T0	798	455.141	43	12.0728
CLUG_00039T0	1191	669.901	187	35.6712
CLUG_00040T0	555	298.331	12	5.14007
CLUG_00041T0	1380	817.138	278	43.4747
CLUG_00042T0	1089	527.742	1621	392.508
CLUG_00043T0	2451	2134.18	444	26.5851
CLUG_00044T0	2508	1993.83	516	33.0711
CLUG_00045T0	660	332.076	126	48.4863
CLUG_00046T0	1218	707.989	526	94.9392
CLUG_00047T0	1443	837.59	311	47.4478
CLUG_00048T0	1248	757.368	970	163.663
CLUG_00049T0	1677	1074.51	1017	120.948
CLUG_00050T0	1374	736.503	392	68.014
CLUG_00051T0	978	566.726	273	61.5569
CLUG_00052T0	4236	3396.71	2293	86.2644
CLUG_00053T0	1485	970.952	503	66.1998
CLUG_00054T0	1476	985.662	319	41.357
CLUG_00055T0	1056	590.919	127	27.4639
CLUG_00056T0	2169	1471.65	100	8.68324
CLUG_00057T0	1629	1113.49	2539	291.383
CLUG_00058T0	930	465.354	696	191.123
CLUG_00059T0	717	361.97	159	56.1321
CLUG_00060T0	1044	682.029	342	64.0781
CLUG_00061T0	960	619.814	136	28.0391
CLUG_00062T0	1170	582.4	273	59.9002
CLUG_00063T0	3522	2839.15	432	19.4439
CLUG_00064T0	870	454.074	1005	282.83
CLUG_00065T0	1035	507.124	751	189.24
CLUG_00066T0	2259	1412.83	459	41.5154
CLUG_00067T0	513	256.551	12	5.97716
CLUG_00068T0	1251	940.229	60	8.15464
CLUG_00069T0	1290	869.706	954	140.172
CLUG_00070T0	804	481.994	184	48.7824
CLUG_00071T0	1314	756.122	394	66.5873
CLUG_00072T0	2151	1486.5	898	77.1967
CLUG_00073T0	4293	3633.2	2860	100.592
CLUG_00074T0	1359	885.845	9	1.29829
CLUG_00075T0	990	533.725	821	196.568
CLUG_00076T0	693	349.337	235	85.9628
CLUG_00077T0	1938	1189.32	195	20.9519
CLUG_00078T0	1086	611.877	4398	918.497
CLUG_00079T0	420	209.679	16	9.75108
CLUG_00080T0	2019	1329.69	811	77.9395
CLUG_00081T0	1542	906.923	394	55.5153
CLUG_00082T0	1464	929.944	264	36.2772
CLUG_00083T0	1581	1002.36	646	82.3564
CLUG_00084T0	792	401.926	417	132.58
CLUG_00085T0	723	365.14	529	185.133
CLUG_00086T0	1629	1330.51	1095	105.168
CLUG_00087T0	1977	1360.65	450	42.2621
CLUG_00088T0	3246	2485.85	1476	75.8749
CLUG_00089T0	2217	1735.75	261	19.215
CLUG_00090T0	1011	503.845	1045	265.037
CLUG_00091T0	960	529.485	536	129.359
CLUG_00092T0	450	224.737	326	185.366
CLUG_00093T0	1197	660.695	1330	257.239
CLUG_00094T0	555	277.926	119	54.7147
CLUG_00095T0	1509	1089.14	202	23.7003
CLUG_00096T0	1032	522.455	604	147.732
CLUG_00097T0	2691	2085.19	924	56.6256
CLUG_00098T0	1398	863.061	333	49.3048
CLUG_00099T0	1839	1228.62	1162	120.858
CLUG_00100T0	852	434.455	93	27.3543
CLUG_00101T0	1290	817.085	371	58.0221
CLUG_00102T0	522	261.119	89	43.555
CLUG_00103T0	807	410.009	700	218.168
CLUG_00104T0	570	285.597	129	57.7196
CLUG_00105T0	1662	1071.52	915	109.121
